Status,Laptop,Brand,Model,CPU,GPU,RAM,Storage,Storage type,Screen,Touch,CPU Score,GPU Score
Refurbished,Samsung Galaxy Book2 Pro 360,Samsung,Galaxy Book,Intel Evo Core i7-1260P,Integrated,16,512,SSD,15.6,1,16814,4
New,Samsung Galaxy Book3 Pro,Samsung,Galaxy Book,Intel Evo Core i7-1360P,Intel Iris Xe,16,512,SSD,16.0,0,18760,4
New,ASUS F515EA-EJ3076W,Asus,F515,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,15.6,0,9564,4
New,Lenovo V15 Gen 2 ITL,Lenovo,V15,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,15.6,0,9564,4
New,Microsoft Surface Pro 7+,Microsoft,Surface Pro,Intel Core i7-1165G7,Intel Iris Xe,32,1000,SSD,12.3,1,10011,4
Refurbished,ASUS ExpertBook P1512CEA-EJ0086X,Asus,ExpertBook,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,15.6,0,9564,4
Refurbished,ASUS F415EA-EK1005W,Asus,F415EA,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,14.0,0,9564,4
Refurbished,ASUS ROG Zephyrus G14 2022 GA402RJ-L8099W,Asus,ROG,AMD Ryzen 7 6800HS,Integrated,16,1000,SSD,14.0,0,22767,4
Refurbished,ASUS ROG Zephyrus G15 GA503RM-HQ079W,Asus,ROG,AMD Ryzen 7 6800HS,RTX 3060,16,1000,SSD,15.6,0,22767,16840
Refurbished,ASUS VivoBook 13 Slate OLED T3300KA-LQ031WS,Asus,VivoBook,Intel Pentium Silver N6000,Intel UHD Graphics,4,128,eMMC,13.3,1,2997,4
Refurbished,ASUS Vivobook F1500EA-EJ2370W,Asus,VivoBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,15.6,0,10011,4
Refurbished,Acer Aspire 5 A515-57,Acer,Aspire,Intel Core i5-1235U,Intel Iris Xe,8,512,SSD,15.6,0,12993,4
New,Acer Chromebook 314 CB314-1H-C07W,Acer,Chromebook,Intel Celeron N4020,Intel UHD Graphics 600,8,64,eMMC,14.0,0,1546,4
Refurbished,Acer Chromebook 314 CB314-1H-C24N,Acer,Chromebook,Intel Celeron N4020,Intel UHD Graphics 600,8,64,eMMC,14.0,0,1546,4
Refurbished,Acer Predator Helios 300 PH315-53-79C2,Acer,Predator,Intel Core i7-10750H,RTX 3080,16,1000,SSD,15.6,0,11662,25128
Refurbished,Apple MacBook Pro,Apple,MacBook Pro,Intel Core i5-8257U,Integrated,8,128,SSD,13.0,0,7443,4
Refurbished,Apple MacBook Pro Touch Bar,Apple,MacBook Pro,Intel Core i7-8750H,Integrated,16,512,SSD,15.0,0,9837,4
Refurbished,Asus Chromebook Z1500CN-EJ0400,Asus,Chromebook,Intel Celeron N3350,Integrated,8,64,eMMC,15.6,0,1110,4
Refurbished,Asus Zenbook 14 UX425EA-KI359,Asus,ZenBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,14.0,0,10011,4
Refurbished,Dell Latitude 5520,Dell,Latitude,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
Refurbished,Dell Latitude 7490,Dell,Latitude,Intel Core i5-8350U,Integrated,8,256,SSD,14.0,0,6144,4
Refurbished,Dynabook Toshiba Satellite Pro C50-G-10T,Dynabook Toshiba,Satellite Pro,Intel Core i7-10510U,Integrated,16,512,SSD,15.6,0,6492,4
Refurbished,Gigabyte AORUS 17 XE4-73ES514SH,Gigabyte,Aorus,Intel Core i7-12700H,RTX 3070,16,1000,SSD,17.3,0,25766,22238
Refurbished,Gigabyte U4 UD-50ES823SD,Gigabyte,U4,Intel Core i5-1155G7,Intel Iris Xe,16,512,SSD,14.0,0,9814,4
New,HP 15S-EQ2090NS,HP,15S,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,512,SSD,15.6,0,12868,4
New,HP 15S-FQ5013NS,HP,15S,Intel Core i5-1235U,Intel Iris Xe,8,512,SSD,15.6,0,12993,4
Refurbished,HP EliteBook 640 G9,HP,EliteBook,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,14.0,0,13289,4
Refurbished,HP EliteBook 650 G9,HP,EliteBook,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,15.6,0,13289,4
Refurbished,HP EliteBook 840 G7,HP,EliteBook,Intel Core i5-10210U,Integrated,8,256,SSD,14.0,1,6136,4
Refurbished,HP ProBook 430 G6,HP,ProBook,Intel Core i5-8265U,Integrated,8,256,SSD,13.3,0,5861,4
Refurbished,HP ProBook 440 G6,HP,ProBook,Intel Core i5-8265U,Integrated,8,256,SSD,14.0,0,5861,4
Refurbished,Lenovo ThinkPad T14s Gen 2,Lenovo,ThinkPad,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,14.0,0,9564,4
Refurbished,Lenovo ThinkPad T490,Lenovo,ThinkPad,Intel Core i5-8265U,Integrated,8,512,SSD,14.0,1,5861,4
Refurbished,Lenovo ThinkPad T490,Lenovo,ThinkPad,Intel Core i7-8565U,Integrated,16,512,SSD,14.0,0,5998,4
New,Lenovo V15 IGL,Lenovo,V15,Intel Celeron N4020,Intel UHD Graphics 600,8,256,SSD,15.6,0,1546,4
Refurbished,MSI Katana GF76 12UD-035ES,MSI,Katana,Intel Core i7-12700H,RTX 3050,16,1000,SSD,17.3,0,25766,9466
Refurbished,MSI Prestige 14 A10RAS-081ES,MSI,Prestige,Intel Core i7-10510U,MX330,16,1000,SSD,14.0,0,6492,2387
Refurbished,MSI Prestige 15 A12UC-200XES,MSI,Prestige,Intel Core i7-1280P,RTX 3050,16,512,SSD,15.6,0,20311,9466
Refurbished,MSI Prestige 16 A12UD-219XES,MSI,Prestige,Intel Core i7-1280P,RTX 3050,32,1000,SSD,16.0,0,20311,9466
Refurbished,MSI Raider GE67HX 12UHS-030ES,MSI,Raider,Intel Core i7-12800HX,RTX 3080,32,1000,SSD,15.6,0,31906,25128
New,Medion Erazer Deputy P10 MD62132,Medion,Deputy,Intel Core i5-10300H,GTX 1660,8,512,SSD,15.6,0,8283,11659
Refurbished,Razer Blade 15 Advanced Model FullHD 360Hz,Razer,Blade,Intel Core i7-12800H,RTX 3070,16,1000,SSD,15.6,0,24504,22238
New,Samsung Galaxy Book3 Pro 360,Samsung,Galaxy Book,Intel Evo Core i7-1360P,Intel Iris Xe,16,512,SSD,16.0,1,18760,4
New,ASUS  ROG Zephyrus M16 GU604VI-93D47PB1,Asus,ROG,Intel Core i9-13900H,RTX 4070,32,1000,SSD,16.0,0,27858,26942
New,ASUS ROG Strix SCAR 18 G834JY-93B49PB1,Asus,ROG,Intel Core i9-13980HX,RTX 4090,64,2000,SSD,16.0,0,46648,38262
New,ASUS ROG Strix Scar 17 G733PZ-R97B48PB1,Asus,ROG,AMD Ryzen 9 7945HX,RTX 4080,32,1000,SSD,17.3,0,54683,34435
New,ASUS ROG Zephyrus G14 GA402RJ,Asus,ROG,AMD Ryzen 7 6800HS,Integrated,16,1000,SSD,14.0,0,22767,4
New,HP Laptop 15s-eq2074np,HP,15S,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,12,256,SSD,15.6,0,12868,4
New,HP OMEN 16-b1002np,HP,Omen,Intel Core i7-12700H,RTX 3060,16,1000,SSD,16.1,0,25766,16840
New,HP Victus 16-d1027np,HP,Victus,Intel Core i5-12500H,RTX 3050,8,512,SSD,16.1,0,20660,9466
New,HP 250 G8,HP,250,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,15.6,0,10011,4
New,ASUS Chromebook CR1 CR1100CKA-GJ0132,Asus,Chromebook,Intel Celeron N4500,Intel UHD Graphics,4,32,eMMC,11.6,0,1882,4
New,ASUS Chromebook CR1100FKA-BP0024,Asus,Chromebook,Intel Celeron N4500,Intel UHD Graphics,4,32,eMMC,11.6,1,1882,4
New,ASUS Chromebook CX1500CNA-EJ0101,Asus,Chromebook,Intel Celeron N3350,Integrated,8,32,eMMC,15.6,0,1110,4
New,ASUS Chromebook Flip CX5 CB5400FMA,Asus,Chromebook,Intel Core i5-1130G7,Integrated,8,256,SSD,14.0,0,8452,4
New,ASUS Chromebook Flip CX5 CB5400FMA,Asus,Chromebook,Intel Core i7-1160G7,Integrated,8,256,SSD,14.0,0,9099,4
New,ASUS E510MA-EJ617W,Asus,E510,Intel Celeron N4020,Intel UHD Graphics 600,8,256,SSD,15.6,0,1546,4
New,ASUS ExpertBook B1 B1500CEAE-BQ1856R,Asus,ExpertBook,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,ASUS ExpertBook B1 B1502CBA-EJ0433W,Asus,ExpertBook,Intel Core i3-1215U,Intel UHD Graphics,8,256,SSD,15.6,0,10548,4
New,ASUS ExpertBook B5 B5402CBA-EB0316X,Asus,ExpertBook,Intel Core i5-1240P,Integrated,16,512,SSD,14.0,0,16671,4
New,ASUS ExpertBook B5 B5602CBA-MB0418X,Asus,ExpertBook,Intel Core i5-1240P,Integrated,16,512,SSD,16.0,0,16671,4
New,ASUS ExpertBook B6 Flip B6602FC2-MH0248X,Asus,ExpertBook,Intel Core i7-12850HX,RTX A2000,16,512,SSD,16.0,1,30848,13582
New,ASUS ExpertBook B7 Flip B7402FBA-L90012X,Asus,ExpertBook,Intel Core i7-1260P,Integrated,16,512,SSD,14.0,1,16814,4
New,ASUS ExpertBook B7 Flip B7402FBA-L90593X,Asus,ExpertBook,Intel Core i5-1240P,Integrated,16,512,SSD,14.0,1,16671,4
New,ASUS ExpertBook B7 Flip B7402FEA-LA0136R,Asus,ExpertBook,Intel Core i7-1195G7,Intel Iris Xe,16,512,SSD,14.0,1,10549,4
New,ASUS ExpertBook P1512CEA-EJ0286X,Asus,ExpertBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,15.6,0,10011,4
New,ASUS Expertbook B9400CBA-KC0029X,Asus,ExpertBook,Intel Core i7-1255U,Intel Iris Xe,16,1000,SSD,14.0,0,13289,4
New,ASUS F1500EA-BQ3064,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,ASUS F1500EA-BQ3075,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,15.6,0,9564,4
New,ASUS F1500EA-EJ3532,Asus,VivoBook,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,ASUS F415EA-EK1464,Asus,F415EA,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,14.0,0,5934,4
New,ASUS F515EA-BQ1154W,Asus,F515,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,ASUS F515EA-BQ1859W,Asus,F515,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,ASUS F515EA-EJ2640W,Asus,F515,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,ASUS Laptop F515EA,Asus,F515,Intel Core i7-1165G7,Intel Iris Xe,8,512,SSD,15.6,0,10011,4
New,ASUS M515DA,Asus,M515,AMD Ryzen 3 3250U,Integrated,8,256,SSD,15.6,0,3748,4
New,ASUS P1511CEA-BR1794X,Asus,BR,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,ASUS P1511CEA-EJ1795X,Asus,P1511,Intel Core i7-1165G7,Intel Iris Xe,8,512,SSD,15.6,0,10011,4
New,ASUS P1511CEA-EJ791R,Asus,P1511,Intel Core i7-1165G7,Intel Iris Xe,8,512,SSD,15.6,0,10011,4
New,ASUS ROG Flow X13 GV301QC-K6120T,Asus,ROG,AMD Ryzen 9 5980HS,RTX 3050,32,1000,SSD,13.4,1,20443,9466
New,ASUS ROG Flow X13 GV301RC-LJ076W,Asus,ROG,AMD Ryzen 7 6800HS,RTX 3050,16,1000,SSD,13.4,1,22767,9466
New,ASUS ROG Flow X13 GV301RE-LJ057W,Asus,ROG,AMD Ryzen 9 6900HS,RTX 3050,32,1000,SSD,13.4,1,23237,9466
New,ASUS ROG Strix G15 G513IE,Asus,ROG,AMD Ryzen 7 4800H,RTX 3050,16,512,SSD,15.6,0,18279,9466
New,ASUS ROG Strix G15 G513IM,Asus,ROG,AMD Ryzen 7 4800H,RTX 3060,16,512,SSD,15.6,0,18279,16840
New,ASUS ROG Strix G15 G513RC-HN180,Asus,ROG,AMD Ryzen 7 6800H,RTX 3050,16,512,SSD,15.6,0,23136,9466
New,ASUS ROG Strix G15 G513RW-HQ133,Asus,ROG,AMD Ryzen 9 6900HX,RTX 3070,32,1000,SSD,15.6,0,24406,22238
New,ASUS ROG Strix G17 G713RM,Asus,ROG,AMD Ryzen 7 6800H,RTX 3060,16,1000,SSD,17.3,0,23136,16840
New,ASUS ROG Strix Scar 17 G733PY-R97B49PB1,Asus,ROG,AMD Ryzen 9 7945HX,RTX 4090,32,2000,SSD,17.3,0,54683,38262
New,ASUS TUF Gaming A15 2013 TUF507NU-LP036,Asus,TUF,AMD Ryzen 7 7735HS,RTX 4050,16,512,SSD,15.6,0,23295,14435
New,ASUS TUF Gaming A15 FA506QM,Asus,TUF,AMD Ryzen 7 5800H,RTX 3060,8,512,SSD,15.6,0,20856,16840
New,ASUS TUF Gaming A15 FA507RF-R76B25CS1,Asus,TUF,AMD Ryzen 7 6800HS,RTX 2050,16,512,SSD,15.6,0,22767,7757
New,ASUS TUF Gaming F15 TUF506HF-HN012,Asus,TUF,Intel Core i5-11400H,RTX 2050,16,512,SSD,15.6,0,15398,7757
New,ASUS TUF Gaming F15 TUF507ZU4-LP110,Asus,TUF,Intel Core i7-12700H,RTX 4050,16,512,SSD,15.6,0,25766,14435
New,ASUS TUF Gaming FX506HF-51B25PS1,Asus,TUF,Intel Core i5-11400H,RTX 2050,8,512,SSD,15.6,0,15398,7757
New,ASUS VivoBook 15 F1500EA-EJ3095W,Asus,VivoBook,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,ASUS VivoBook 15 F1500EA-EJ3431W,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,15.6,0,9564,4
New,ASUS VivoBook F1500EA-BQ2363,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,ASUS VivoBook F1605PA-MB127W,Asus,VivoBook,Intel Core i5-11300H,Integrated,16,512,SSD,16.0,0,10849,4
New,ASUS VivoBook F515EA-BQ3013X,Asus,VivoBook,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,ASUS VivoBook F515EA-EJ3061,Asus,VivoBook,Intel Core i7-1165G7,Intel Iris Xe,8,512,SSD,15.6,0,10011,4
New,ASUS VivoBook Go 14 Flip TP1400KA-BZ117WS,Asus,VivoBook,Intel Celeron N4500,Intel UHD Graphics,4,128,eMMC,14.0,1,1882,4
New,ASUS VivoBook Pro 15 OLED M6500QC-L1081W,Asus,VivoBook,AMD Ryzen 5 5600H,RTX 3050,16,512,SSD,15.6,0,16751,9466
New,ASUS VivoBook Pro 16X OLED N7600ZE-L2015W,Asus,VivoBook,Intel Core i7-12700H,RTX 3050,16,512,SSD,16.0,0,25766,9466
New,ASUS VivoBook S 15 OLED K3502ZA-MA115W,Asus,VivoBook,Intel Core i5-12500H,Integrated,16,512,SSD,15.6,0,20660,4
New,ASUS Vivobook Go E1504FA-BQ202W,Asus,VivoBook,AMD Ryzen 3 7320U,Radeon 610M,8,256,SSD,15.6,0,8677,1104
New,ASUS Vivobook K513EP-51BM3SB2,Asus,VivoBook,Intel Core i5-1135G7,MX330,8,512,SSD,15.6,0,9564,2387
New,ASUS Vivobook M1503IA,Asus,VivoBook,AMD Ryzen 7 4800H,Integrated,16,512,SSD,15.6,0,18279,4
New,ASUS ZenBook 14 OLED UM3402YA-KM464WS,Asus,ZenBook,AMD Ryzen 5 7530U,Ryzen 5 7530U with Radeon Graphics,16,512,SSD,14.0,0,15552,4
New,ASUS ZenBook 14 OLED UX3402VA-KM004W,Asus,ZenBook,Intel Evo Core i5-1340P,Intel Iris Xe,16,512,SSD,14.0,0,18784,4
New,ASUS ZenBook 14 OLED UX3402ZA-KM214,Asus,ZenBook,Intel Core i5-1240P,Integrated,16,512,SSD,14.0,0,16671,4
New,ASUS ZenBook 14 UM3402YA-KP272W,Asus,ZenBook,AMD Ryzen 5 5625U,Integrated,16,512,SSD,14.0,0,14837,4
New,ASUS ZenBook 14X OLED UM5401QA-L7207W,Asus,ZenBook,AMD Ryzen 7 5800H,Integrated,16,512,SSD,14.0,0,20856,4
New,ASUS ZenBook Flip 13 OLED UX363EA-HP931W,Asus,ZenBook,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,13.3,1,10011,4
New,Acer Aspire 3 A315-34,Acer,Aspire,Intel Celeron N4000,Integrated,8,128,SSD,15.6,0,1428,4
New,Acer Aspire 3 A315-58-72WT,Acer,Aspire,Intel Core i7-1165G7,Intel Iris Xe,8,512,SSD,15.6,0,10011,4
New,Acer Aspire 3 A317-53,Acer,Aspire,Intel Core i3-1115G4,Intel UHD Graphics,8,512,SSD,17.3,0,5934,4
New,Acer Aspire 5 A515-45,Acer,Aspire,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,512,SSD,15.6,0,12868,4
New,Acer Chromebook 515 CB515-1W,Acer,Chromebook,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,Acer Chromebook 713 CP713-2W,Acer,Chromebook,Intel Core i3-10110U,Integrated,8,128,eMMC,13.5,0,3866,4
New,Acer Chromebook Spin 513 Qualcomm Snapdragon SC7180,Acer,Chromebook,Qualcomm SC7180,Integrated,8,64,eMMC,13.3,1,3239,4
New,Acer Chromebook Spin 514 CP514-2H-53KM,Acer,Chromebook,Intel Core i5-1130G7,Integrated,8,256,SSD,14.0,1,8452,4
New,Acer ConceptD 3 CN315-72-5762,Acer,ConceptD,Intel Core i5-10300H,Integrated,8,512,SSD,15.6,0,8283,4
New,Acer ConceptD 3 CN315-72G,Acer,ConceptD,Intel Core i5-10300H,GTX 1650,8,512,SSD,15.6,0,8283,7878
New,Acer ConceptD 3 Ezel CC314-73G-73NV,Acer,ConceptD,Intel Core i7-11800H,RTX 3050,16,512,SSD,14.0,1,20086,9466
New,Acer ConceptD 3 Ezel Pro CC314-73P-7407,Acer,ConceptD,Intel Core i7-11800H,T1200,16,1000,SSD,14.0,1,20086,7772
New,Acer ConceptD 3 Pro CN314-73P-73M6,Acer,ConceptD,Intel Core i7-11800H,T1200,16,1000,SSD,14.0,0,20086,7772
New,Acer Enduro EN715-51W,Acer,Enduro,Intel Core i5-8250U,Integrated,8,512,SSD,15.6,0,5821,4
New,Acer Extensa 15 EX215-22,Acer,Extensa,AMD Ryzen 3 3250U,Integrated,8,256,SSD,15.6,0,3748,4
New,Acer Extensa 15 EX215-22-R32C,Acer,Extensa,AMD Ryzen 5 3500U,Integrated,8,512,SSD,15.6,0,6868,4
New,Acer Extensa 15 EX215-22-R6F9,Acer,Extensa,AMD Ryzen 5 3500U,Integrated,8,256,SSD,15.6,0,6868,4
New,Acer Extensa 15 EX215-22-R7D2,Acer,Extensa,AMD Ryzen 3 3250U,Integrated,8,256,SSD,15.6,0,3748,4
New,Acer Extensa 15 EX215-52-330L,Acer,Extensa,Intel Core i3-1005G1,Integrated,8,256,SSD,15.6,0,4864,4
New,Acer Extensa 15 EX215-52-519J,Acer,Extensa,Intel Core i5-1035G1,Integrated,8,512,SSD,15.6,0,7233,4
New,Acer Extensa 15 EX215-53G-56MT,Acer,Extensa,Intel Core i5-1035G1,MX330,8,256,SSD,15.6,0,7233,2387
New,Acer Extensa 15 EX215-54-34HR,Acer,Extensa,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,Acer Extensa 15 EX215-54-50UV,Acer,Extensa,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,Acer TravelMate P2,Acer,TravelMate,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,14.0,0,9564,4
New,Acer TravelMate P2 P214-53-593J,Acer,TravelMate,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,14.0,0,9564,4
New,Acer TravelMate P2 P215-53-54GL,Acer,TravelMate,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,15.6,0,9564,4
New,Acer TravelMate P2 TMP214-52-77KP,Acer,TravelMate,Intel Core i7-10510U,Integrated,8,512,SSD,14.0,0,6492,4
New,Acer TravelMate P2 TMP215-53,Acer,TravelMate,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,Acer TravelMate TMP215-52,Acer,TravelMate,Intel Core i3-10110U,Integrated,8,256,SSD,15.6,0,3866,4
Refurbished,Asus ROG Strix SCAR 17 G733QS-K4016T,Asus,ROG,AMD Ryzen 9 5900HX,RTX 3080,32,1000,SSD,17.3,0,22369,25128
New,Asus TUF Gaming A15 FA507RR,Asus,TUF,AMD Ryzen 7 6800H,RTX 3070,16,512,SSD,15.6,0,23136,22238
New,Asus VivoBook F515EA-BR283T,Asus,VivoBook,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,Asus VivoBook S413FA-EB560T,Asus,VivoBook,Intel Core i5-10210U,Integrated,8,256,SSD,14.0,0,6136,4
New,Asus Vivobook S 15 OLED M3502QA-MA103W,Asus,VivoBook,AMD Ryzen 7 5800H,Integrated,16,512,SSD,15.6,0,20856,4
New,Asus ZenBook 14 Ultralight UX435EAL-KC096T,Asus,Ultra,Intel Evo Core i7-1165G7,Intel Iris Xe,16,32,SSD,14.0,0,10011,4
New,ConceptD 7 Ezel Pro CC715-72P-77J7,Acer,ConceptD,Intel Core i7-11800H,RTX A3000,32,1000,SSD,15.6,1,20086,13692
New,Deep Gaming Nubian 15,Deep Gaming,Nubian,Intel Core i7-13700H,RTX 3050,32,1000,SSD,15.6,0,26456,9466
New,Deep Gaming Nubian 15,Deep Gaming,Nubian,Intel Core i7-13700H,RTX 3050,32,1000,SSD,15.6,0,26456,9466
New,Deep Gaming Nubian 15,Deep Gaming,Nubian,Intel Core i7-13700H,RTX 3050,32,2000,SSD,15.6,0,26456,9466
New,Deep Gaming Nubian 15,Deep Gaming,Nubian,Intel Core i7-13700H,RTX 3050,64,1000,SSD,15.6,0,26456,9466
New,Deep Gaming Nubian 15,Deep Gaming,Nubian,Intel Core i7-13700H,RTX 3050,64,2000,SSD,15.6,0,26456,9466
New,Deep Gaming Nubian 17,Deep Gaming,Nubian,Intel Core i7-13700H,RTX 3050,32,1000,SSD,17.3,0,26456,9466
New,Deep Gaming Nubian 17,Deep Gaming,Nubian,Intel Core i7-13700H,RTX 3050,64,1000,SSD,17.3,0,26456,9466
New,Dell Latitude 3320,Dell,Latitude,Intel Core i7-1165G7,Intel Iris Xe,8,512,SSD,13.3,0,10011,4
New,Dell Latitude 3330,Dell,Latitude,Intel Core i5-1155G7,Intel Iris Xe,8,256,SSD,13.3,0,9814,4
New,Dell Latitude 3410,Dell,Latitude,Intel Core i7-10510U,Integrated,8,256,SSD,14.0,0,6492,4
New,Dell Latitude 3420,Dell,Latitude,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,14.0,0,9564,4
New,Dell Latitude 3420,Dell,Latitude,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,14.0,0,9564,4
New,Dell Latitude 3520,Dell,Latitude,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,Dell Latitude 3520,Dell,Latitude,Intel Core i7-1165G7,Intel Iris Xe,16,512,SSD,15.6,0,10011,4
New,Dell Latitude 5320,Dell,Latitude,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,13.3,0,9564,4
New,Dell Latitude 5330,Dell,Latitude,Intel Core i5-1235U,Intel Iris Xe,8,256,SSD,13.3,0,12993,4
New,Dell Latitude 5520,Dell,Latitude,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,Dell Latitude 5530,Dell,Latitude,Intel Core i5-1235U,Intel Iris Xe,8,256,SSD,15.6,0,12993,4
New,Dell Latitude 5540,Dell,Latitude,Intel Core i5-1335U,Intel Iris Xe,8,256,SSD,15.6,0,14372,4
New,Dell Latitude 7430,Dell,Latitude,Intel Core i5-1235U,Intel Iris Xe,16,512,SSD,14.0,0,12993,4
New,Dell Latitude 7430,Dell,Latitude,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,14.0,0,13289,4
New,Dell Latitude 7520,Dell,Latitude,Intel Core i7-1185G7,Integrated,16,512,SSD,15.6,0,10178,4
New,Dell Latitude 7530,Dell,Latitude,Intel Core i5-1235U,Intel Iris Xe,16,512,SSD,15.6,0,12993,4
New,Dell Latitude 7530,Dell,Latitude,Intel Core i5-1235U,Intel Iris Xe,16,512,SSD,15.6,0,12993,4
New,Dell Latitude 7530,Dell,Latitude,Intel Core i7-1255U,Intel Iris Xe,16,512,SSD,15.6,0,13289,4
New,Dell Precision 3560,Dell,Precision,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,15.6,0,9564,4
New,Dell Precision 3560,Dell,Precision,Intel Core i5-1135G7,T500,8,512,SSD,15.6,0,9564,3642
New,Dell Precision 5470,Dell,Precision,Intel Core i7-12800H,RTX A1000,16,512,SSD,14.0,0,24504,10607
New,Dell Precision 5770,Dell,Precision,Intel Core i7-12700H,RTX A2000,16,512,SSD,17.0,1,25766,13582
New,Dell Vostro 3400,Dell,Vostro,Intel Core i5-1135G7,Intel Iris Xe,8,512,SSD,14.0,0,9564,4
New,Dell Vostro 3420,Dell,Vostro,Intel Core i5-1135G7,Intel Iris Xe,8,256,SSD,14.0,0,9564,4
New,Dell Vostro 3500,Dell,Vostro,Intel Core i3-1115G4,Intel UHD Graphics,8,256,SSD,15.6,0,5934,4
New,Dell Vostro 3501,Dell,Vostro,Intel Core i3-1005G1,Integrated,4,256,SSD,15.6,0,4864,4
New,Dell Vostro 3501,Dell,Vostro,Intel Core i3-1005G1,Integrated,8,256,SSD,15.6,0,4864,4
New,Dell Vostro 3510,Dell,Vostro,Intel Core i5-1035G1,Integrated,8,256,SSD,15.6,0,7233,4
New,Dell Vostro 5320,Dell,Vostro,Intel Evo Core i5-1240P,Integrated,8,256,SSD,13.3,0,16671,4
New,Dell Vostro 5510,Dell,Vostro,Intel Core i5-11300H,Integrated,8,256,SSD,15.6,0,10849,4
New,Dell Vostro 5515,Dell,Vostro,AMD Ryzen 5 5500U,Ryzen 5 5500U with Radeon Graphics,8,256,SSD,15.6,0,12868,4
New,Dell Vostro 5620,Dell,Vostro,Intel Core i5-1240P,Integrated,8,256,SSD,16.0,0,16671,4
New,Dell XPS 15 9520,Dell,XPS,Intel Core i7-12700H,RTX 3050,16,1000,SSD,15.6,0,25766,9466
Refurbished,Dell XPS 15 9520,Dell,XPS,Intel Core i7-12700H,RTX 3050,32,1000,SSD,15.6,1,25766,9466
New,Dynabook Portégé X30-F-15T,Dynabook Toshiba,Portégé,Intel Core i5-8265U,Integrated,8,256,SSD,13.3,0,5861,4
New,Dynabook Toshiba Portégé X30W-J-10P,Dynabook Toshiba,Portégé,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,13.3,1,9564,4
New,Dynabook Toshiba Portégé X30W-J-148,Dynabook Toshiba,Portégé,Intel Core i5-1135G7,Intel Iris Xe,16,512,SSD,13.3,1,9564,4
New,Dynabook Toshiba Portégé X30W-K-114,Dynabook Toshiba,Portégé,Intel Core i5-1240P,Integrated,16,512,SSD,13.3,1,16671,4
