Game,CPU,GPU,RAM,File Size
Icarus,Intel Core i7-9700,NVIDIA GeForce RTX 3060 Ti,32 GB,70 GB
Fishing Planet,Intel Core i5-1300F,NVIDIA GeForce GTX 660,8 GB,12 GB
Assetto Corsa Competizione,Intel Core i5-8600K,AMD Radeon RX 580,16 GB,50 GB
Frostpunk,Intel Core 2 Quad Q9705,AMD Radeon RX 580,8 GB,8 GB
Total War: WARHAMMER II,Intel Core i5-4570,NVIDIA GeForce GTX 770,8 GB,60 GB
Gorilla Tag,Unknown,Unknown,Unknown,Unknown
Pacific Drive,Intel Core i5-10600K,NVIDIA GeForce RTX 2080,16 GB,18 GB
Farming Simulator 19,Unknown,Unknown,Unknown,Unknown
One-armed robber,Intel Core i5-7400,NVIDIA GeForce GTX 1050,8 GB,1 GB
Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,Unknown,Unknown,Unknown,Unknown
Sleeping Dogs: Definitive Edition,Intel Core i5-2300,NVIDIA GeForce GTX 560,8 GB,20 GB
FINAL FANTASY XIII,Intel Core 2 Quad Q9705,ATI Radeon HD 5870,2 GB,60 GB
Contraband Police,Intel Core i7-9700,Unknown,16 GB,12 GB
Jurassic World Evolution,Intel Core i7-4770,AMD Radeon RX 480,12 GB,12 GB
Ancestors: The Humankind Odyssey,Intel Core i7-4770K,AMD Radeon RX 480,8 GB,Unknown
Ryse: Son of Rome,Intel Core i5 750S,AMD Radeon HD 5450,8 GB,26 GB
Lost Records: Bloom & Rage,Intel Core i5-11400,Unknown,16 GB,48 GB
The Evil Within 2,Intel Core i7-4770,AMD Radeon RX 480,16 GB,40 GB
F1® 2019,Intel Core i5-9600K,NVIDIA GeForce GTX 1660 Ti,16 GB,80 GB
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,Intel Core i5-3470,Unknown,6 GB,25 GB
Prototype 2,Intel Core 2 Quad Q9705,ATI Radeon HD 5850,4 GB,Unknown
Minecraft Legends,Intel Core i5-670,NVIDIA GeForce GTX 1060,8 GB,24 GB
Dragon Age: Origins,Intel Core 2 Duo Q6867,ATI Radeon HD 3850,2 GB,20 GB
DragonNest,Intel Core i7-4770K,Unknown,12 GB,15 GB
Stream Games,Intel Core 2 Duo Q6867,Unknown,2 GB,30 MB
Football Life Simulator,Intel Core 2 Duo E8400,NVIDIA GeForce 510,16 GB,Unknown
The Crew,Intel Core 2 Quad Q9300,AMD Radeon HD 6950,8 GB,30 GB
Metalstorm,Intel Core i5-7400,AMD Radeon R7 240,16 GB,3 GB
Chivalry 2,Intel Core i7-6700,NVIDIA GeForce GTX 1070,16 GB,35 GB
Wild Life,AMD Ryzen 5 5600X,NVIDIA GeForce RTX 3070,16 GB,25 GB
Minecraft Dungeons,Intel Core i5-2500K,NVIDIA GeForce GTX 660,8 GB,3 GB
Star Trek Fleet Command,Intel Core i3-3220,NVIDIA GeForce GTX 970,4 GB,2 GB
Clash of Clans,Unknown,Unknown,Unknown,Unknown
Xenia,Intel Core i3-2340UE,Unknown,512 MB,310 MB
Crimson Desert,Intel Core i7-8700K,NVIDIA GeForce RTX 2060,16 GB,45 GB
Europa Universalis IV,Intel Pentium 4 2.40GHz,ATI Radeon X1900,8 GB,6 GB
Albion Online,Intel Pentium 4 2.00GHz,NVIDIA GeForce 7100 / nForce 630i,8 GB,Unknown
Deadside,Intel Core 2 Duo E8400,NVIDIA GeForce GTX 1060,8 GB,25 GB
Dave the Diver,Intel Core i5-1300F,NVIDIA GeForce GTX 750 Ti  / Radeon R9 270X,16 GB,10 GB
Totally Accurate Battle Simulator,Intel Core i7-4770,NVIDIA GeForce GTX 970,8 GB,3 GB
Total War: ROME REMASTERED,Intel Core i5-4570,Unknown,8 GB,45 GB
Lost Light,Intel Core i3-8100,NVIDIA GeForce GTX 1650,8 GB,10 GB
Nine Sols,Intel Core i5-12400T,Unknown,8 GB,15 GB
Far Cry New Dawn,Intel Core i7-4790,NVIDIA GeForce GTX 970,8 GB,30 GB
The Quarry,Intel Core i9-10900K  / Ryzen 7 3800XT,NVIDIA GeForce RTX 2060  / Radeon RX 5700 XT,16 GB,50 GB
The Roottrees are Dead,Unknown,Unknown,Unknown,Unknown
Keep Driving,Intel Core i7-610,Unknown,4 GB,Unknown
Call of Duty Modern Warfare 3,Intel Core 2 Duo E6600,NVIDIA GeForce 8600 GT,2 GB,16 GB
Ratchet & Clank: Rift Apart,Intel Core i5-8400,NVIDIA GeForce RTX 2060,16 GB,Unknown
Returnal,Intel Core i7-8700  / Ryzen 7 2700X,NVIDIA GeForce RTX 2070 SUPER  / Radeon RX 6700 XT,16 GB,60 GB
NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,Intel Core i7-11700K,Unknown,8 GB,36 GB
The Dark World : KARMA,Intel Core i5-7600K,NVIDIA GeForce GTX 1660,16 GB,40 GB
Zompiercer,Intel Core i5-1300F,AMD Radeon R7 A10-7850K,16 GB,23 GB
F1 2018,Intel Core i5-8600K,AMD Radeon RX 580,8 GB,50 GB
ORDER 13,Intel Core i7-9700K,Unknown,12 GB,5 GB
A Quiet Place: The Road Ahead,Intel Core i5-12600K,NVIDIA GeForce RTX 3080,32 GB,50 GB
Virt-A-Mate + vamX,Intel Core i7-610,AMD Radeon RX 5700 XT,32 GB,80 GB
Crysis,AMD Athlon 64 X2 4200+,NVIDIA GeForce 8800 GT,4 GB,Unknown
Only Up!,Intel Core i5-10400,NVIDIA GeForce RTX 3060,16 GB,6 GB
Crysis 3,Intel Core i5-750,ATI Radeon HD 5870,4 GB,17 GB
The Emulator,Unknown,Unknown,Unknown,Unknown
Lost Ark,Intel Core i5-4400E,NVIDIA GeForce GTX 1050,16 GB,50 GB
Core Keeper,Intel Core i5-8400,AMD Radeon R9 280X,8 GB,Unknown
X4: Foundations,Intel Core i7-6700,Unknown,16 GB,50 GB
Rain World,Intel Core i5-12400T,Unknown,8 GB,4 GB
Nordhold,Intel Pentium 4 4.00GHz,AMD Radeon R5 M230,8 GB,4 GB
NBA 2K24,Intel Core i5-4430,AMD Radeon R9 270,8 GB,150 GB
Dead Cells,Intel Core i5-12400T,NVIDIA GeForce GTX 460,4 GB,500 MB
Party Animals,Intel Core i5-2500K,NVIDIA GeForce GTX 670,8 GB,10 GB
BioShock Remastered,Intel Core 2 Quad Q9705,NVIDIA GeForce GTX 770,8 GB,25 GB
Blade and Sorcery,Intel Pentium 4 4.00GHz,NVIDIA GeForce RTX 2070,16 GB,Unknown
F1® 23,Intel Core i5-9600K,NVIDIA GeForce GTX 1660 Ti,16 GB,80 GB
Universe Sandbox ²,Intel Core i5-1300F,Unknown,8 GB,Unknown
The Long Drive,Intel Core i5-1300F,Unknown,8 GB,700 MB
Dragon's Dogma: Dark Arisen,Intel Core i7-4770K,NVIDIA GeForce GTX 760,8 GB,20 GB
Granblue Fantasy: Relink,Intel Core i7-8700  / Ryzen 5 3600,NVIDIA GeForce RTX 2080  / Radeon RX 6700 XT,16 GB,90 GB
Mafia II: Definitive Edition,Intel Core i7-3770,NVIDIA GeForce GTX 780,8 GB,50 GB
Uncrashed : FPV Drone Simulator,Intel Core 2 Duo E8400,AMD Radeon R5 M230,8 GB,30 GB
Trepang2,Intel Core i5-7600K,NVIDIA GeForce GTX 1060,8 GB,35 GB
The Lords of the Fallen,Intel Core i7-8700  / Ryzen 5 3600,NVIDIA GeForce RTX 2080  / Radeon RX 6700,16 GB,45 GB
The Outer Worlds,Intel Core i7-7700K,NVIDIA GeForce GTX 1060,8 GB,40 GB
Injustice 2,Intel Core i3-2100,Unknown,8 GB,60 GB
BONELAB,Intel Core i7-9700K,NVIDIA GeForce GTX 1080 Ti,16 GB,20 GB
PANICORE,Intel Core i7-8700,Unknown,16 GB,13 GB
INSIDE,Intel Core i7-920,AMD Radeon R9 270,8 GB,3 GB
Sniper Elite 3,Intel Core 2 Quad Q6600,NVIDIA GeForce GTX 550 Ti,4 GB,18 GB
Just Cause 2,Intel Core 2 Duo E4700,ATI Radeon HD 5750,3 GB,Unknown
MotoGP™24,Intel Core i3-10100,AMD Radeon RX 5700,8 GB,24 GB
NBA 2K21,Intel Core i5-4430,AMD Radeon R9 270,8 GB,110 GB
Wo Long: Fallen Dynasty,Intel Core i7-8700,NVIDIA GeForce RTX 2060,16 GB,60 GB
Wild Hearts,Intel Core i7-8700K  / Ryzen 5 3600,NVIDIA GeForce RTX 2070  / Radeon Pro 5700 XT,16 GB,80 GB
Choo-Choo Charles,Unknown,Unknown,Unknown,Unknown
Eternal Strands,Intel Core i5-11600,Unknown,16 GB,24 GB
Forspoken,Intel Core i7-8700  / Ryzen 5 3600,NVIDIA GeForce RTX 3070  / Radeon RX 5700 XT,24 GB,150 GB
Granny Remake,Intel Core i5-8400,NVIDIA GeForce GTX 1060,4 GB,4 GB
Brothers: A Tale of Two Sons Remake,Intel Core i7-10700,AMD Radeon RX 5700,16 GB,35 GB
The Lord of the Rings: Return to Moria,Intel Core i7-8700K,NVIDIA GeForce RTX 2060,16 GB,20 GB
Unrecord,Intel Core 2 Duo E8400,NVIDIA GeForce 510,4 GB,Unknown
Where Winds Meet,Intel Core i7-10700  / Ryzen 7 3700X,NVIDIA GeForce RTX 2070 SUPER  / Radeon RX 6700 XT,32 GB,100 GB
Crossfire,Intel Core i3-3240,NVIDIA GeForce 8800 GTS,2 GB,40 MB
Football Manager 25,Intel Core i5-9600,NVIDIA GeForce RTX 2060,12 GB,20 GB
Call of Duty: Vanguard,AMD Ryzen 5 1600X,NVIDIA GeForce GTX 1070,12 GB,61 GB
Factorio,Intel Core i5-3570K,NVIDIA GeForce GTX 1050 Ti,16 GB,5 GB
"Warhammer 40,000: Rogue Trader",Intel Core i5-6400,NVIDIA GeForce GTX 1050 Ti,16 GB,100 GB
Total War: THREE KINGDOMS,Intel Core i5-6600,NVIDIA GeForce GTX 970,8 GB,60 GB
Undertale,Intel Pentium 4 2.00GHz,NVIDIA GeForce 7200 GS,3 GB,200 MB
Paladins,AMD Phenom II X4 965,NVIDIA GeForce GTX 950,6 GB,30 GB
Tropico 6,AMD FX-8300,AMD Radeon R9 380,16 GB,16 GB
Subnautica: Below Zero,Intel Core i5-2320,NVIDIA GeForce GTX 1050 Ti,8 GB,15 GB
Blasphemous,Intel Core i5-750,ATI Radeon HD 5770,4 GB,4 GB
Marvel's Midnight Suns,Intel Core i7-6700,NVIDIA GeForce GTX 1070,16 GB,60 GB
DiRT Rally 2.0,Intel Core i5-8600K,Unknown,8 GB,100 GB
Slime Rancher 2,Intel Core i5-8400,Unknown,16 GB,8 GB
Like a Dragon: Pirate Yakuza in Hawaii,Intel Core i7-4790,NVIDIA GeForce RTX 2060,16 GB,56 GB
TRIBE NINE,Intel Core i7-9700,Unknown,8 GB,20 GB
Sledders,Intel Core i5-1300F,NVIDIA GeForce GTX 1650,8 GB,12 GB
Goat Simulator 3,Intel Core i5-9400F,NVIDIA GeForce GTX 1070,16 GB,12 GB
LEGO Marvel Super Heroes,Intel Core i5 750S,ATI Radeon HD 5850,4 GB,8 GB
Assassin's Creed 3 Remastered,Intel Core i5-3470,AMD Radeon R9 280X,8 GB,45 GB
Total War: WARHAMMER,Intel Core i5-4570,Unknown,8 GB,35 GB
CODE VEIN,Intel Core i5-7400,AMD Radeon R9 380X,8 GB,35 GB
Gears 5,Intel Core i5-4400E,AMD Radeon RX 570,8 GB,80 GB
Life is Strange - Episode 1,Intel Core 2 Duo Q6867,ATI Radeon HD 4890,2 GB,14 GB
Car Mechanic Simulator 2018,Intel Core i5-2550K,NVIDIA GeForce GTX 970,8 GB,20 GB
Prehistoric Kingdom,Intel Core i7-4770,Unknown,16 GB,10 GB
Carry The Glass,Intel Core i5-750,Unknown,16 GB,650 MB
Bayonetta,Intel Core i5-4460,AMD Radeon HD 7870,8 GB,20 GB
Call of Duty Infinite Warfare,Intel Core i3-3225,AMD Radeon HD 7850,8 GB,70 GB
A Plague Tale: Requiem,Intel Core i7-8700K,AMD Radeon RX 6800,16 GB,55 GB
Far Cry 2: Fortune's Edition,Intel Core 2 Duo Q6867,ATI Radeon X1900,2 GB,Unknown
Crash Bandicoot™ 4: It’s About Time,Intel Core i5-2500K,AMD Radeon R9 390,16 GB,30 GB
Carnal Instinct,Intel Core i7-8700,Unknown,16 GB,10 GB
Evil West,Intel Core i5-10500  / Ryzen 5 1600,NVIDIA GeForce GTX 1060  / Radeon RX 590,16 GB,40 GB
Need For Speed: Hot Pursuit,Intel Core 2 Quad Q6600,NVIDIA GeForce GTX 650 Ti,4 GB,8 GB
Myrmidon,Intel Core i7-960,NVIDIA GeForce RTX 3060,8 GB,4 GB
Alternativa,Unknown,Unknown,Unknown,Unknown
Saints Row,Unknown,Unknown,Unknown,Unknown
Killing Floor 3,AMD Ryzen 7 7700X  / Ryzen 7 7700X,NVIDIA GeForce RTX 3060  / Radeon RX 6750 XT,16 GB,20 GB
METAL GEAR SOLID Δ: SNAKE EATER,Intel Core i7-8700K,NVIDIA GeForce RTX 2080,16 GB,40 GB
Tempest Rising,Unknown,Unknown,Unknown,Unknown
Gothic 1 Remake,Unknown,Unknown,Unknown,Unknown
Heroes of Might & Magic: Olden Era,Intel Core i5-12400T,NVIDIA GeForce 510,4 GB,Unknown
Safe,Intel Core i5-12400T,AMD Radeon HD 5450,8 GB,150 MB
Devil May Cry HD Collection,Intel Core i7-3770,NVIDIA GeForce GTX 960,8 GB,12 GB
Fields of Mistria,Intel Core i5-12400T,NVIDIA GeForce GTX 480,8 GB,2 GB
Age of Empires III: Definitive Edition,AMD FX-8350,AMD Radeon R9 Fury,16 GB,42 GB
Aim Lab,Intel Core 2 Duo E6600,NVIDIA GeForce GTX 560,4 GB,20 GB
Half-Life 2,Unknown,Unknown,Unknown,Unknown
Foxhole,Unknown,Unknown,Unknown,Unknown
Ravenswatch,Intel Core i7-6700K,AMD Radeon R9 Fury,8 GB,3 GB
LOCKDOWN Protocol,Unknown,Unknown,Unknown,Unknown
Yakuza: Like a Dragon,Intel Core i7-6700,AMD Radeon RX 580,8 GB,60 GB
Human: Fall Flat,Intel Core 2 Quad Q9300,AMD Radeon HD 7770,2 GB,500 MB
Age of History 3,Intel Core 2 Duo Q6867,NVIDIA GeForce GTX 460,4 GB,1 GB
Mass Effect™: Andromeda Deluxe Edition,Intel Core i7-4790,AMD Radeon RX 480,16 GB,55 GB
Headliners,Intel Core i5-4570,Unknown,16 GB,9 GB
Wolfenstein II: The New Colossus,Intel Core i7-4770,Unknown,16 GB,55 GB
Software Inc.,Unknown,Unknown,Unknown,Unknown
NBA 2K22,Intel Core i5-4430,AMD Radeon R9 270,8 GB,110 GB
Gas Station Simulator,Intel Core i5-12400T,NVIDIA GeForce GTX 1070,16 GB,15 GB
House Party,Intel Core i5-6500,Unknown,8 GB,8 GB
Assassin's Creed Rogue,Intel Core i5-2400S,AMD Radeon HD 6870,4 GB,12 GB
Five Nights at Freddy's: Security Breach,Intel Core i7-4790,NVIDIA GeForce 510,16 GB,80 GB
Life is Strange 2,Intel Core i5-3470,Unknown,6 GB,40 GB
Wanderstop,Intel Core i5-4570,Unknown,8 GB,15 GB
Grand Theft Auto: Vice City – The Definitive Edition,AMD Ryzen 5 2600,AMD Radeon RX 570,16 GB,10 GB
A Plague Tale: Innocence,Intel Core i5-4690,AMD Radeon RX 480,16 GB,50 GB
Kaiserpunk,Intel Core i7-9700K,Unknown,16 GB,20 GB
Drug Lord Tycoon,Intel Core i5-7400,NVIDIA GeForce GTX 1050,8 GB,500 MB
POSTAL 4: No Regerts,Intel Core i5-7640X,AMD Radeon R5 M230,8 GB,25 GB
Ghostrunner,Intel Core i7-6700K,AMD Radeon RX 5700,8 GB,22 GB
Spectre Divide,Unknown,Unknown,Unknown,Unknown
Immortals of Aveum,Intel Core i7-12700,Unknown,4 GB,110 GB
WWE 2K20,Intel Core i7-3770,NVIDIA GeForce GTX 970,8 GB,50 GB
World of Warcraft Dragonflight,Intel Core i7-8700K,NVIDIA GeForce RTX 3070,16 GB,128 GB
Lost Soul Aside™,Intel Core i5-10400,Unknown,16 GB,80 GB
Deadzone: Rogue,Intel Core i7-11700,NVIDIA GeForce RTX 2080,12 GB,10 GB
That's not your Neighbor,Unknown,Unknown,Unknown,Unknown
Paralives,Intel Core i5-3570K,NVIDIA GeForce RTX 2070,16 GB,40 GB
Anno 117: Pax Romana,Unknown,Unknown,Unknown,Unknown
F1 25,Intel Core i5-9600K  / Ryzen 5 2600X,NVIDIA GeForce RTX 2070  / Radeon RX 6600 XT,16 GB,100 GB
GTA 3,Intel Core i7-2700K,NVIDIA GeForce GTX 970,16 GB,45 GB
Counter-Strike: Source,Unknown,Unknown,Unknown,Unknown
Among Us,Intel Core i3-2120,NVIDIA GeForce GT 610,2 GB,1 GB
XCOM 2,Intel Core 2 Quad Q9650,NVIDIA GeForce GTX 770,8 GB,45 GB
Kerbal Space Program,Intel Core i5-650,NVIDIA GeForce 8500 GT,8 GB,4 GB
PowerWash Simulator,Unknown,Unknown,Unknown,Unknown
SCP: Secret Laboratory,Intel Core i5-650,NVIDIA GeForce GTX 1050 Ti,4 GB,4 GB
The Planet Crafter,Intel Core i5-12400T,AMD Radeon R7 A10-7850K,8 GB,4 GB
Total War: EMPIRE – Definitive Edition,Intel Core 2 Duo E8400,Intel HD 3000,4 GB,20 GB
SUPERVIVE,Intel Core i7-10700,NVIDIA GeForce RTX 3070,16 GB,5 GB
Transport Fever 2,Intel Core i7-4770K,Unknown,16 GB,Unknown
Hello Kitty Island Adventure,Intel Core i5-4690,Unknown,6 GB,5 GB
The Long Dark,Intel Core i7-920,NVIDIA GeForce GTX 555,8 GB,7 GB
WARNO,Intel Core i3-8100,Unknown,8 GB,50 GB
Bellwright,Intel Core i5-13600,Unknown,16 GB,24 GB
Like a Dragon: Infinite Wealth,Intel Core i7-4790  / Ryzen 5 1600,NVIDIA GeForce RTX 2060  / Radeon RX 5700,16 GB,82 GB
Old World,Intel Core i5-8600K,Unknown,16 GB,10 GB
HUMANKIND,AMD Ryzen 5 PRO 1600  / Ryzen 5 1600,NVIDIA GeForce GTX 1060  / Radeon RX 5500 XT,8 GB,25 GB
theHunter Classic,Intel Core i7-2600,NVIDIA GeForce GTX 760,8 GB,16 GB
DmC: Devil May Cry,Intel Core 2 Quad Q9705,AMD Radeon HD 6950,4 GB,9 GB
Tokyo Xtreme Racer,Intel Core i7-13700,Unknown,16 GB,12 GB
RaceRoom Racing Experience,Intel Core i5-1300F,AMD Radeon R7 A10-7850K,16 GB,70 GB
GROUND BRANCH,Intel Core i7-9700K,Unknown,16 GB,30 GB
Sengoku Dynasty,Intel Core i5-12600K,Unknown,16 GB,15 GB
Prey,Intel Core i7-2600K,NVIDIA GeForce GTX 970,16 GB,20 GB
Shadows of Doubt,AMD Ryzen 5 3500,AMD Radeon RX 5700,16 GB,4 GB
Construction Simulator,Intel Core i5-10400F,Unknown,16 GB,10 GB
Storage Hunter,Unknown,Unknown,Unknown,Unknown
Call of Duty 2,Unknown,Unknown,Unknown,Unknown
LEGO Marvel Super Heroes 2,Intel Core i5-4570T,NVIDIA GeForce GTX 750 Ti,4 GB,16 GB
Party Club,Intel Core i5-12400T,Unknown,8 GB,6 GB
Beyond: Two Souls,Intel Core i5-6600K,AMD Radeon R9 390,8 GB,49 GB
RIDE 5,Intel Core i7-10700,Unknown,16 GB,50 GB
F1 2021,Intel Core i5-9600K,AMD Radeon RX 590,16 GB,80 GB
"Gunner, HEAT, PC!",Intel Core 2 Duo E8400,NVIDIA GeForce GTX 1070,16 GB,12 GB
Thief Simulator 2,Intel Core i5-8400,NVIDIA GeForce GTX 1070,8 GB,12 GB
Alan Wake,Intel Core 2 Quad Q9705,NVIDIA GeForce 8500 GT,4 GB,8 GB
Granny,Unknown,Unknown,Unknown,Unknown
Ghostrunner 2,Intel Core i9-9900K,AMD Radeon RX 6800,16 GB,65 GB
NBA 2K17,Intel Core i5-4430,AMD Radeon R9 270,8 GB,70 GB
It Takes Two Friend's Pass,Intel Core i5-3570K,NVIDIA GeForce GTX 980,16 GB,50 GB
STAR WARS Battlefront,Intel Core i5-6600,NVIDIA GeForce GTX 970,16 GB,40 GB
Sniper: Ghost Warrior 2,Unknown,Unknown,Unknown,Unknown
Fernbus Simulator,Intel Core i7-985,Unknown,8 GB,45 GB
Metro Awakening,Unknown,Unknown,Unknown,Unknown
Syberia: The World Before,Intel Core i7-8700,Unknown,16 GB,22 GB
Shinkansen 0 | 新幹線 0号,Intel Core i7-4770K,Unknown,8 GB,10 GB
WWE 2K18,Intel Core i7-3770,NVIDIA GeForce GTX 970,8 GB,50 GB
Diablo Immortal,Intel Core i5-2300,NVIDIA GeForce GTX 770,8 GB,24 GB
Witchfire,Intel Core i5-8400,NVIDIA GeForce GTX 1060,16 GB,55 GB
Stranger of Paradise: Final Fantasy Origin,AMD Ryzen 5 1600,NVIDIA GeForce GTX 1660 SUPER,16 GB,80 GB
Arknights: Release,Intel Core 2 Duo E8400,NVIDIA GeForce 510,32 GB,6 GB
The Blood of Dawnwalker,Intel Core i5-12600K,NVIDIA GeForce RTX 4070,32 GB,120 GB
Demon's Run,Intel Core 2 Quad Q9705,AMD Radeon HD 8350,8 GB,10 GB
Call of Duty Modern Warfare 2 Remastered,Intel Core i5-2500K,NVIDIA GeForce GTX 970,12 GB,80 GB
FANTASY LIFE i: The Girl Who Steals Time,Intel Core i7-4770K,Unknown,8 GB,20 GB
Need For Speed: The Run,Intel Core 2 Quad Q9650,NVIDIA GeForce GTX 560,4 GB,18 GB
Anomaly,Intel Core i5-4400E,NVIDIA GeForce GTX 750,8 GB,1 GB
Raven Quest,Unknown,Unknown,Unknown,Unknown
Mobile Legends,Unknown,Unknown,Unknown,Unknown
Geometry Dash,Unknown,Unknown,Unknown,Unknown
Disney Dreamlight Valley,Intel Core i5-4690,AMD Radeon R9 380,6 GB,10 GB
DARK SOULS II: Scholar of the First Sin,Intel Core i7-2600,AMD Radeon HD 7850,8 GB,23 GB
Company of Heroes 2,Intel Core i5-2320,ATI Radeon HD 5850,4 GB,30 GB
Against the Storm,Intel Core i5-2500K,Unknown,8 GB,5 GB
Stormworks: Build and Rescue,Intel Core i7-6700K,Unknown,8 GB,2 GB
Persona 4 Golden,Intel Core i5-650,Unknown,4 GB,14 GB
Trailmakers,Intel Core i7-7700K,NVIDIA GeForce GTX 1080,16 GB,10 GB
Back 4 Blood,AMD Ryzen 7 1800X,NVIDIA GeForce GTX 970,12 GB,40 GB
Planet Coaster,AMD FX-8350,NVIDIA GeForce GTX 980,12 GB,8 GB
Escape the Backrooms,Unknown,Unknown,Unknown,Unknown
Resident Evil 5/ Biohazard 5,Intel Core i5-3570,AMD Radeon HD 7770,4 GB,15 GB
Wobbly Life,Intel Core i7-6700K,NVIDIA GeForce GTX 760,8 GB,Unknown
NBA 2K23,Intel Core i5-4430,AMD Radeon R9 270,8 GB,110 GB
The Sims 2 Legacy Collection,Intel Core i3-3220,Intel HD Graphics 620,4 GB,17 GB
Tainted Grail: The Fall of Avalon,Intel Core i7-13700K,NVIDIA GeForce RTX 2070,16 GB,31 GB
Portal,Unknown,Unknown,Unknown,Unknown
Dishonored 2,Intel Core i7-4770,Unknown,16 GB,60 GB
Yakuza Kiwami,Intel Core i7-6700,AMD Radeon RX Vega 56,16 GB,Unknown
The Watchers: DEVOUR,Intel Core i7-610,Unknown,16 GB,10 GB
Out of Ore,Intel Core i7-14700F,Unknown,16 GB,20 GB
Drug Dealer Simulator,Unknown,Unknown,Unknown,Unknown
Cataclismo,Intel Core i7-6700,Unknown,12 GB,10 GB
Gotham Knights,Intel Core i7-10700K,NVIDIA GeForce RTX 2070,16 GB,45 GB
Dead Island Definitive Edition,Intel Core i5-4670K,NVIDIA GeForce GTX 780,8 GB,10 GB
Operation: Harsh Doorstop,Intel Core i7-7700,NVIDIA GeForce GTX 1070,16 GB,40 GB
SpaceEngine,Intel Core i5-4430,AMD Radeon RX 480,8 GB,50 GB
Deus Ex: Mankind Divided,Intel Core i7-3770K,NVIDIA GeForce GTX 970,16 GB,55 GB
Until Then,Intel Core i5-6400,Unknown,8 GB,3 GB
POLYGON,Intel Core i5-1300F,Unknown,8 GB,2 GB
Saints Row 4,Intel Core i3-2100T,NVIDIA GeForce GTX 560,4 GB,10 GB
TrackDayR,Intel Core i5-8600K,AMD Radeon RX 580,16 GB,70 GB
Little Nightmares II,Intel Core i7-3770,AMD Radeon HD 7870,4 GB,5 GB
STORROR Parkour Pro,Intel Core i7-4790,NVIDIA GeForce RTX 3060,32 GB,26 GB
Honkai Impact 3rd,Intel Core i5-8400,NVIDIA GeForce GTX 1060,8 GB,15 GB
Firewatch,Unknown,Unknown,Unknown,Unknown
WRC 7 FIA World Rally Championship,Intel Core i3-540,Unknown,8 GB,19 GB
Terminator: Resistance,Intel Core i5-8400,Unknown,8 GB,32 GB
Hellblade: Senua's Sacrifice,Unknown,Unknown,Unknown,Unknown
The Callisto Protocol,Intel Core i7-8700  / Ryzen 5 3600,AMD Radeon RX 5700 XT  / GeForce GTX 1070,16 GB,75 GB
Bramble: The Mountain King,Intel Core i7-3770,AMD Radeon HD 7870,4 GB,8 GB
Slaves of Rome,Intel Core i5-12600K,Unknown,16 GB,10 GB
Quantum Break,Intel Core i5-4690,AMD Radeon R9 390,16 GB,68 GB
NBA 2K16,Intel Core i5-650,AMD Radeon HD 5450,4 GB,50 GB
The Classrooms,Intel Core i7-950,NVIDIA GeForce GTX 1070,16 GB,12 GB
The Invincible,Intel Core i7-10700,NVIDIA GeForce GTX 1660 Ti,16 GB,40 GB
Battlefield: Bad Company 2,Intel Core 2 Quad Q9000,NVIDIA GeForce GTX 260,2 GB,Unknown
F1 2015,Intel Core i7-4770,NVIDIA GeForce GTX 970,8 GB,20 GB
Nordhold: Origins,Intel Pentium 4 4.00GHz,AMD Radeon R5 M230,8 GB,4 GB
Ashes Cricket,AMD Phenom II X4 970,AMD Radeon R9 390X,8 GB,12 GB
HoneyCome come come party,Intel Core i5-12400T,Unknown,16 GB,20 GB
WWE 2K17,Intel Core i7-3770,NVIDIA GeForce GTX 770,8 GB,50 GB
UNDEFINED,Intel Core 2 Duo E6320,NVIDIA GeForce 7600 GS,4 GB,3 GB
Modern Warships,Intel Core i5-1300F,Unknown,7 GB,10 GB
Cairn,Intel Core i7-10700,AMD Radeon RX 5700,8 GB,10 GB
Oculus Quest 2,Intel Core i5-4590,NVIDIA GeForce GTX 970,8 GB,10 GB
Acts of Blood,Intel Core i5-12400T,NVIDIA GeForce RTX 3060,16 GB,7 GB
Car Dealer Simulator,Intel Core i7-985,AMD Radeon RX 6800,16 GB,16 GB
Madoka Magica Magia Exedra,Intel Core i5-12400T,NVIDIA GeForce GTX 1070,8 GB,40 GB
GameLooper,Unknown,Unknown,Unknown,Unknown
Warborne Above Ashes,Intel Core i7-10700,Unknown,32 GB,10 GB
ShaderTool,Unknown,Unknown,Unknown,Unknown
Warpath,Intel Core i5-12400T,Unknown,4 GB,3 GB
2XKO,Intel Core i5-4690,NVIDIA GeForce GTX 1060,8 GB,20 GB
Crosswind,Intel Core i7-10700,Unknown,32 GB,30 GB
PUBG Lite,Intel Core i5-650,AMD Radeon HD 7870,8 GB,4 GB
Sid Meier's Civilization V,AMD A8-3510MX,AMD GeForce 9800 GTX,4 GB,8 GB
Limbus Company,Intel Core i5-12400T,NVIDIA GeForce GT 1030,8 GB,10 GB
SCUM,Intel Core i5-6600K,AMD Radeon RX 580,8 GB,20 GB
New World,Intel Core i7-2600K,NVIDIA GeForce GTX 970,16 GB,50 GB
Space Engineers,Intel Core i7-4790,NVIDIA GeForce GTX 1070,16 GB,25 GB
Stumble Guys,Unknown,Unknown,Unknown,Unknown
